Data from UWBM109429_Reflection_00001.txt Node
Date: Sun May 02 13:53:25 EDT 2021
User: vgr7
Spectrometer: USB2G7710
Scans to average: 10
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 20
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
177.721	73.85
178.105	86.54
178.488	89.41
178.871	95.39
179.254	80.72
179.636	53.78
180.019	41.5
180.402	36.02
180.785	37.89
181.168	35.55
181.55	30.28
181.933	27.68
182.316	25.26
182.698	20.09
183.081	20.05
183.463	18.41
183.846	19.26
184.228	19.77
184.611	16.43
184.993	16.52
185.376	16.66
185.758	19.28
186.14	22.03
186.522	21.71
186.904	21.43
187.287	20.64
187.669	20.79
188.051	17.07
188.433	16.09
188.815	12.95
189.197	14.21
189.579	15.82
189.961	16.22
190.342	14.55
190.724	12.67
191.106	13.86
191.488	12.72
191.869	9.39
192.251	9.13
192.633	8.73
193.014	7.88
193.396	6.41
193.777	6.21
194.159	6.6
194.54	4.55
194.922	4.05
195.303	3.23
195.684	2.92
196.065	2.82
196.447	3.01
196.828	2.42
197.209	1.57
197.59	-1.39
197.971	-1.32
198.352	1.39
198.733	3.14
199.114	2.87
199.495	2.71
199.876	1.85
200.257	3.24
200.638	2.77
201.018	3.26
201.399	1.93
201.78	0.86
202.16	0.57
202.541	-0.35
202.922	-0.98
203.302	-2.14
203.683	0.14
204.063	0.55
204.444	0.41
204.824	0.61
205.204	-0.95
205.585	-0.46
205.965	1.17
206.345	1.5
206.725	0.78
207.106	-0.33
207.486	0.06
207.866	1.39
208.246	-0.25
208.626	-1.51
209.006	-1.37
209.386	-2.05
209.766	-3.15
210.145	-2.98
210.525	-3.04
210.905	-0.49
211.285	-0.96
211.664	-0.95
212.044	-2.24
212.424	-2.18
212.803	-1.91
213.183	-0.06
213.562	1.12
213.942	-0.12
214.321	-2.33
214.701	-2.53
215.08	-3.18
215.459	-3.53
215.838	-5.14
216.218	-5.64
216.597	-6.46
216.976	-5.16
217.355	-5.24
217.734	-5.28
218.113	-5.55
218.492	-5.9
218.871	-5.24
219.25	-5.34
219.629	-5.39
220.008	-4.4
220.387	-5.25
220.766	-3.44
221.144	-4.25
221.523	-4.14
221.902	-3.16
222.28	-2.29
222.659	-0.94
223.037	-0.26
223.416	-0.11
223.794	0.84
224.173	1.29
224.551	1.38
224.929	2.73
225.308	2.89
225.686	2.93
226.064	2.56
226.442	2.31
226.821	2.81
227.199	3.65
227.577	3.7
227.955	3.77
228.333	3.64
228.711	3.3
229.089	2.58
229.467	2.44
229.845	2.6
230.222	2.72
230.6	2.96
230.978	3.26
231.356	3.75
231.733	3.94
232.111	4.01
232.488	4.02
232.866	4.06
233.243	4.11
233.621	4.4
233.998	4.6
234.376	4.81
234.753	4.69
235.13	4.78
235.508	4.87
235.885	4.98
236.262	4.89
236.639	4.89
237.016	5.01
237.393	5.04
237.77	5.08
238.147	5.06
238.524	5.15
238.901	5.2
239.278	5.28
239.655	5.38
240.032	5.39
240.409	5.34
240.785	5.41
241.162	5.46
241.539	5.45
241.915	5.49
242.292	5.56
242.668	5.52
243.045	5.55
243.421	5.56
243.798	5.61
244.174	5.69
244.551	5.71
244.927	5.74
245.303	5.77
245.679	5.8
246.056	5.75
246.432	5.73
246.808	5.68
247.184	5.67
247.56	5.68
247.936	5.66
248.312	5.66
248.688	5.64
249.064	5.63
249.44	5.65
249.815	5.61
250.191	5.58
250.567	5.6
250.943	5.59
251.318	5.57
251.694	5.59
252.069	5.6
252.445	5.56
252.82	5.52
253.196	5.48
253.571	5.47
253.947	5.46
254.322	5.44
254.697	5.44
255.073	5.43
255.448	5.44
255.823	5.42
256.198	5.38
256.573	5.36
256.948	5.38
257.323	5.35
257.698	5.29
258.073	5.26
258.448	5.23
258.823	5.21
259.198	5.19
259.573	5.14
259.948	5.15
260.322	5.14
260.697	5.08
261.072	5.07
261.446	5.07
261.821	5.06
262.195	5.08
262.57	5.06
262.944	5.06
263.319	5.07
263.693	5.06
264.067	5.07
264.442	5.05
264.816	5.03
265.19	5.04
265.564	5.06
265.938	5.06
266.313	5.06
266.687	5.07
267.061	5.04
267.435	5.04
267.809	5.05
268.183	5.06
268.556	5.08
268.93	5.07
269.304	5.07
269.678	5.07
270.051	5.04
270.425	5.01
270.799	5
271.172	5
271.546	5.01
271.919	5.01
272.293	5
272.666	5.01
273.04	5.01
273.413	5.04
273.787	5.04
274.16	5.03
274.533	5.03
274.906	5.04
275.279	5.03
275.653	5.03
276.026	5.05
276.399	5.05
276.772	5.08
277.145	5.08
277.518	5.09
277.891	5.13
278.263	5.12
278.636	5.12
279.009	5.12
279.382	5.12
279.755	5.14
280.127	5.15
280.5	5.15
280.872	5.16
281.245	5.16
281.617	5.17
281.99	5.17
282.362	5.17
282.735	5.19
283.107	5.2
283.479	5.18
283.852	5.2
284.224	5.2
284.596	5.19
284.968	5.21
285.34	5.22
285.713	5.25
286.085	5.27
286.457	5.29
286.829	5.28
287.201	5.29
287.572	5.29
287.944	5.3
288.316	5.32
288.688	5.33
289.06	5.35
289.431	5.36
289.803	5.38
290.175	5.4
290.546	5.42
290.918	5.46
291.289	5.49
291.661	5.51
292.032	5.5
292.403	5.53
292.775	5.53
293.146	5.53
293.517	5.56
293.889	5.57
294.26	5.6
294.631	5.62
295.002	5.65
295.373	5.66
295.744	5.67
296.115	5.67
296.486	5.71
296.857	5.73
297.228	5.76
297.599	5.79
297.97	5.8
298.34	5.81
298.711	5.84
