Data from BA57757_Reflection_00041.txt Node
Date: Mon Nov 18 15:02:40 EST 2019
User: vgr7
Spectrometer: USB2G7710
Scans to average: 3
Trigger mode: 4
Integration Time (sec): 2.000000E-2
Electric dark correction enabled: true
Boxcar width: 10
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
177.721	158.62
178.105	37.28
178.488	-0.42
178.871	-223.28
179.254	113.67
179.636	125.86
180.019	311.06
180.402	63.41
180.785	212.15
181.168	166.37
181.55	797.67
181.933	60.73
182.316	69.37
182.698	63.46
183.081	49.88
183.463	19.24
183.846	19.59
184.228	34.59
184.611	93.3
184.993	46.98
185.376	-145.32
185.758	-230.55
186.14	-169.73
186.522	-470.69
186.904	-424.85
187.287	3072.48
187.669	-522.14
188.051	-426.98
188.433	-183.32
188.815	-155.8
189.197	-96.79
189.579	-101.77
189.961	-74.25
190.342	-58.95
190.724	-57.29
191.106	-70.23
191.488	-69.2
191.869	-70.12
192.251	-94.24
192.633	-97.96
193.014	-89.65
193.396	-120.08
193.777	-82.48
194.159	-86.95
194.54	-79.42
194.922	-67.7
195.303	-50.58
195.684	-49.97
196.065	-43.87
196.447	-48.17
196.828	-64.97
197.209	-69.93
197.59	-80.79
197.971	-85.36
198.352	-70.92
198.733	-84.69
199.114	-77.56
199.495	-77.06
199.876	-89.87
200.257	-81.75
200.638	-75.1
201.018	-86.6
201.399	-86.46
201.78	-76.76
202.16	-89.98
202.541	-128.05
202.922	-135.35
203.302	-153.13
203.683	-176.87
204.063	-204.19
204.444	-205.66
204.824	-149.15
205.204	-164.2
205.585	-125.87
205.965	-144.86
206.345	-166
206.725	-124.09
207.106	-141.81
207.486	-142.9
207.866	-152.02
208.246	-124.78
208.626	-136.25
209.006	-104.1
209.386	-104.13
209.766	-105.07
210.145	-98.17
210.525	-68
210.905	-68.32
211.285	-60.69
211.664	-55.46
212.044	-58.51
212.424	-66.49
212.803	-82.23
213.183	-85.99
213.562	-80.79
213.942	-60.4
214.321	-56.52
214.701	-68.02
215.08	-57.4
215.459	-52.65
215.838	-44.3
216.218	-70.36
216.597	-52.92
216.976	-50.08
217.355	-52.23
217.734	-58.93
218.113	-58.92
218.492	-55.04
218.871	-68.83
219.25	-53.13
219.629	-39.84
220.008	-36.84
220.387	-28.86
220.766	-24.27
221.144	-28.48
221.523	-34.83
221.902	-45.23
222.28	-54.51
222.659	-43.82
223.037	-55.29
223.416	-53.8
223.794	-39.72
224.173	-36.15
224.551	-38.27
224.929	-42.27
225.308	-37.13
225.686	-30.38
226.064	-24.89
226.442	-22.41
226.821	-16.49
227.199	-22.64
227.577	-22.78
227.955	-21.83
228.333	-21.66
228.711	-19.64
229.089	-17.1
229.467	-17.93
229.845	-17.75
230.222	-14.9
230.6	-15.92
230.978	-14.12
231.356	-11.59
231.733	-10.75
232.111	-9.49
232.488	-6.75
232.866	-6.51
233.243	-5.26
233.621	-6.48
233.998	-6.15
234.376	-6.97
234.753	-7.16
235.13	-6.95
235.508	-6.56
235.885	-5.27
236.262	-5.13
236.639	-6.32
237.016	-6.8
237.393	-4.56
237.77	-2.75
238.147	-2.94
238.524	-2.67
238.901	-2.2
239.278	-1.65
239.655	-1.53
240.032	-1.16
240.409	-1.04
240.785	-0.66
241.162	-0.51
241.539	0.02
241.915	-0.03
242.292	0.18
242.668	0.25
243.045	0.85
243.421	0.81
243.798	1.09
244.174	1.2
244.551	1.73
244.927	1.9
245.303	1.9
245.679	2.16
246.056	2.51
246.432	2.75
246.808	2.95
247.184	2.51
247.56	2.42
247.936	2.45
248.312	2.57
248.688	2.66
249.064	2.64
249.44	2.67
249.815	2.62
250.191	2.75
250.567	2.94
250.943	2.88
251.318	3.29
251.694	3.24
252.069	3.17
252.445	3.07
252.82	3.19
253.196	3.42
253.571	3.11
253.947	3.03
254.322	3.13
254.697	2.9
255.073	3.31
255.448	3.21
255.823	3.11
256.198	3.08
256.573	3.1
256.948	3.18
257.323	3.38
257.698	3.34
258.073	3.38
258.448	3.31
258.823	3.31
259.198	3.28
259.573	3.19
259.948	3.2
260.322	3.36
260.697	3.31
261.072	3.16
261.446	3.18
261.821	3.1
262.195	3.09
262.57	3.08
262.944	2.98
263.319	3.01
263.693	3.01
264.067	2.97
264.442	3.02
264.816	2.96
265.19	2.68
265.564	2.86
265.938	2.56
266.313	2.51
266.687	2.56
267.061	2.52
267.435	2.49
267.809	2.52
268.183	2.48
268.556	2.48
268.93	2.61
269.304	2.53
269.678	2.58
270.051	2.57
270.425	2.68
270.799	2.76
271.172	2.84
